,carat,cut,color,clarity,depth,table,price ,x,y,z
40338,0.54,Very Good,J,VS2,63,57,94158.6,5.17,5.21,3.27
40339,0.45,Very Good,E,VS2,61.8,58,94158.6,4.9,4.94,3.04
40340,0.39,Premium,E,VVS2,61.1,59,94158.6,4.68,4.74,2.88
40341,0.33,Premium,D,VVS1,61.8,58,94158.6,4.4,4.43,2.73
40342,0.33,Ideal,E,IF,61.9,57,94158.6,4.41,4.45,2.74
40343,0.33,Premium,E,IF,60.8,58,94158.6,4.46,4.49,2.72
40344,0.39,Ideal,F,VVS1,61.4,54,94158.6,4.7,4.73,2.9
40345,0.51,Ideal,G,SI2,61.5,55,94158.6,5.16,5.18,3.18
40346,0.51,Good,G,SI2,63.6,54,94158.6,5.08,5.05,3.22
40347,0.43,Ideal,I,IF,62,55,94158.6,4.85,4.83,3
40348,0.43,Premium,I,IF,61.2,58,94158.6,4.88,4.83,2.97
40349,0.43,Ideal,G,VVS2,61.9,55,94158.6,4.86,4.84,3
40350,0.43,Ideal,G,VVS2,60.9,57,94158.6,4.9,4.85,2.97
40351,0.43,Ideal,G,VVS2,60.1,57,94158.6,4.91,4.88,2.94
40352,0.43,Premium,G,VVS2,62.3,60,94158.6,4.85,4.78,3
40353,0.43,Premium,G,VVS2,62.2,55,94158.6,4.84,4.81,3
40354,0.43,Ideal,G,VVS2,61.4,55,94158.6,4.88,4.83,2.98
40355,0.43,Premium,F,VS1,62.5,58,94158.6,4.85,4.78,3.01
40356,0.43,Premium,F,VS1,61,57,94158.6,4.89,4.84,2.97
40357,0.43,Premium,F,VS1,59.9,58,94158.6,4.93,4.89,2.94
40358,0.43,Premium,F,VS1,62.2,61,94158.6,4.83,4.75,2.98
40359,0.43,Premium,D,VS2,60.7,58,94158.6,4.88,4.84,2.95
40360,0.43,Ideal,D,VS2,60.7,57,94158.6,4.91,4.88,2.97
40361,0.43,Premium,D,VS2,60.2,59,94158.6,4.92,4.88,2.95
40362,0.43,Ideal,D,VS2,61.8,56,94158.6,4.83,4.81,2.98
40363,0.43,Ideal,D,VS2,62,55,94158.6,4.86,4.81,3
40364,0.3,Premium,D,IF,62.1,59,94242,4.27,4.29,2.66
40365,0.51,Good,E,SI2,63.3,56,94242,5.08,5.12,3.23
40366,0.34,Ideal,D,VVS2,61.8,55,94242,4.46,4.48,2.76
40367,0.33,Ideal,E,VVS1,61.3,56,94242,4.43,4.48,2.73
40368,0.33,Ideal,E,VVS1,61.6,55,94242,4.44,4.46,2.74
40369,0.5,Ideal,I,VS1,61.9,54,94242,5.12,5.16,3.18
40370,0.46,Ideal,H,SI1,61.1,55,94242,4.97,5.01,3.05
40371,0.48,Good,G,VS2,60.3,60.7,94242,5.06,5.11,3.06
40372,0.41,Premium,E,VVS1,60,61,94242,4.86,4.78,2.89
40373,0.42,Very Good,F,VVS2,61.6,59,94325.4,4.83,4.84,2.98
40374,0.43,Premium,E,VS1,62.3,58,94325.4,4.78,4.82,2.99
40375,0.39,Very Good,F,IF,60.8,55,94325.4,4.73,4.77,2.89
40376,0.54,Good,H,SI1,59.4,65,94325.4,5.31,5.22,3.13
40377,0.36,Ideal,E,VVS2,61,55,94325.4,4.6,4.62,2.81
40378,0.56,Ideal,J,VS2,61.4,56,94325.4,5.32,5.34,3.27
40379,0.51,Ideal,I,VS2,62.1,54,94325.4,5.12,5.16,3.19
40380,0.36,Ideal,D,VS1,61.7,55,94325.4,4.58,4.6,2.83
40381,0.3,Ideal,F,IF,60.7,56,94325.4,4.35,4.38,2.65
40382,0.38,Ideal,F,VS1,62.1,55,94325.4,4.66,4.63,2.89
40383,0.53,Premium,H,SI1,59.4,60,94408.8,5.24,5.26,3.12
40384,0.53,Good,H,SI1,63.7,55,94408.8,5.12,5.15,3.27
40385,0.53,Very Good,F,SI2,62.5,57,94408.8,5.11,5.17,3.21
40386,0.42,Ideal,D,VVS2,62,55,94408.8,4.81,4.84,2.99
40387,0.42,Ideal,D,VVS2,61.7,57,94408.8,4.8,4.82,2.97
40388,0.42,Ideal,D,VS1,61.8,56,94408.8,4.82,4.86,2.99
40389,0.42,Premium,D,VVS2,59.6,59,94408.8,4.9,4.96,2.94
40390,0.53,Good,H,SI1,63.9,55,94408.8,5.14,5.19,3.3
40391,0.53,Very Good,F,SI2,60.5,60,94408.8,5.19,5.23,3.15
40392,0.53,Ideal,G,SI2,59.9,57,94408.8,5.25,5.3,3.16
40393,0.58,Ideal,I,SI1,62.2,54,94408.8,5.35,5.39,3.34
40394,0.4,Very Good,D,VVS2,60.8,56,94492.2,4.78,4.82,2.92
40395,0.47,Very Good,G,SI1,62.8,56,94492.2,4.96,4.93,3.11
40396,0.5,Very Good,G,SI1,59.3,58,94492.2,5.19,5.24,3.09
40397,0.5,Very Good,H,SI1,60.9,61,94492.2,5.06,5.15,3.11
40398,0.34,Ideal,D,VVS1,61.7,56,94492.2,4.46,4.48,2.76
40399,0.38,Ideal,E,VS1,62.2,54.1,94492.2,4.63,4.65,2.89
40400,0.34,Ideal,D,VVS1,61.7,57,94492.2,4.49,4.52,2.78
40401,0.34,Ideal,D,VVS1,61.5,56,94492.2,4.47,4.5,2.76
40402,0.34,Ideal,D,VVS1,62.4,55,94492.2,4.45,4.49,2.79
40403,0.55,Ideal,J,VS2,60.4,58,94492.2,5.29,5.34,3.21
40404,0.54,Ideal,G,SI2,61.8,54,94492.2,5.23,5.25,3.24
40405,0.54,Ideal,G,SI2,61.8,54,94492.2,5.24,5.28,3.25
40406,0.54,Ideal,G,SI2,62.3,58,94492.2,5.17,5.2,3.23
40407,0.31,Ideal,E,IF,61.9,56,94492.2,4.37,4.35,2.7
40408,0.31,Premium,E,IF,61,59,94492.2,4.39,4.36,2.67
40409,0.41,Very Good,E,VVS2,63.1,58,94492.2,4.75,4.72,2.99
40410,0.57,Fair,F,SI1,65.8,58,94492.2,5.2,5.1,3.39
40411,0.55,Premium,E,SI2,58.4,61,94575.6,5.37,5.31,3.12
40412,0.55,Ideal,I,SI1,61.3,55,94575.6,5.3,5.33,3.26
40413,0.55,Ideal,I,SI1,61.7,55,94575.6,5.29,5.31,3.27
40414,0.55,Ideal,H,SI1,61.5,54,94575.6,5.3,5.33,3.27
40415,0.55,Good,J,VS2,64.1,54,94575.6,5.21,5.18,3.33
40416,0.63,Good,J,SI1,59.9,64,94575.6,5.63,5.58,3.36
40417,0.58,Ideal,G,SI2,62,57,94575.6,5.35,5.29,3.3
40418,0.5,Ideal,J,VS1,61.4,58,94575.6,5.14,5.09,3.15
40419,0.7,Good,H,I1,56.5,57,94575.6,5.97,5.86,3.33
40420,0.7,Fair,F,I1,64.9,59,94575.6,5.58,5.53,3.61
40421,0.5,Fair,H,VS1,67.1,58,94575.6,4.94,4.89,3.3
40422,0.5,Fair,H,VS1,66.6,58,94575.6,4.95,4.84,3.26
40423,0.5,Fair,E,SI1,65.3,58,94575.6,4.99,4.91,3.23
40424,0.7,Good,F,I1,63.8,60,94575.6,5.64,5.45,3.54
40425,0.43,Ideal,E,VVS2,60.8,57,94659,4.9,4.87,2.97
40426,0.54,Very Good,I,SI1,63.2,57,94659,5.17,5.21,3.28
40427,0.45,Ideal,G,VVS2,61.2,56,94659,4.91,4.96,3.02
40428,0.42,Ideal,H,IF,61,56,94659,4.79,4.82,2.93
40429,0.4,Good,D,VVS2,60.2,63,94659,4.74,4.8,2.87
40430,0.4,Ideal,J,VVS1,61.9,56,94742.4,4.74,4.79,2.95
40431,0.47,Ideal,H,VS2,61.7,57,94742.4,4.99,5.03,3.09
40432,0.42,Ideal,G,SI1,61.6,56,94742.4,4.83,4.85,2.98
40433,0.5,Good,E,SI1,65.5,56,94742.4,4.9,4.99,3.24
40434,0.5,Fair,H,VS1,66.3,55,94742.4,4.86,4.91,3.24
40435,0.36,Ideal,F,IF,62.2,55,94825.8,4.57,4.62,2.86
40436,0.55,Good,E,SI1,63.3,54,94909.2,5.21,5.24,3.31
40437,0.5,Premium,G,SI1,63,56,94909.2,5.07,5.02,3.18
40438,0.36,Ideal,F,IF,61.4,55.9,94909.2,4.58,4.62,2.82
40439,0.52,Good,D,SI2,61.8,58,94909.2,5.17,5.21,3.21
40440,0.7,Fair,G,I1,65.3,59,94909.2,5.5,5.47,3.58
40441,0.5,Good,G,SI1,60.2,64,94909.2,5.11,5.04,3.05
40442,0.52,Premium,H,SI1,61.6,57,94909.2,5.2,5.15,3.19
40443,0.4,Good,E,VS1,63.8,57,94909.2,4.72,4.69,3
40444,0.7,Premium,G,I1,61.6,56,94909.2,5.8,5.63,3.52
40445,0.7,Premium,G,I1,59.7,59,94909.2,5.76,5.57,3.39
40446,0.7,Fair,H,I1,62.1,66,94909.2,5.56,5.52,3.44
40447,0.4,Very Good,H,VVS1,62.3,55,94992.6,4.73,4.77,2.95
40448,0.51,Ideal,F,SI2,61.1,56,94992.6,5.18,5.21,3.17
40449,0.46,Premium,F,VS1,63,57,94992.6,4.93,4.79,3.06
40450,0.36,Very Good,E,VVS1,61.4,56,95076,4.6,4.62,2.83
40451,0.51,Very Good,I,VS2,63.3,56,95076,5.02,5.06,3.19
40452,0.76,Fair,H,I1,64.5,57,95076,5.79,5.76,3.73
40453,0.31,Ideal,F,VVS1,60.7,57,95076,4.41,4.39,2.67
40454,0.31,Ideal,F,VVS1,60.6,56,95076,4.44,4.41,2.68
40455,0.32,Ideal,E,VVS1,61.5,56,95076,4.43,4.45,2.73
40456,0.5,Ideal,H,SI1,62.2,57,95076,5.07,5.09,3.16
40457,0.5,Ideal,H,SI1,62.4,56,95076,5.07,5.09,3.17
40458,0.5,Ideal,H,SI1,62.1,58,95076,5.04,5.07,3.14
40459,0.5,Ideal,H,SI1,62.5,57,95076,5.06,5.08,3.17
40460,0.5,Ideal,H,SI1,62,56,95076,5.08,5.11,3.16
40461,0.53,Good,E,SI2,57.9,58,95076,5.34,5.39,3.11
40462,0.38,Ideal,D,VS1,62.5,56,95076,4.67,4.64,2.91
40463,0.32,Ideal,D,VVS1,61.8,56,95076,4.41,4.39,2.72
40464,0.32,Ideal,D,VVS1,61.5,57,95076,4.45,4.43,2.73
40465,0.32,Ideal,D,VVS1,61.8,56,95076,4.41,4.39,2.72
40466,0.32,Ideal,D,VVS1,61.3,57,95076,4.42,4.39,2.7
40467,0.32,Ideal,D,VVS1,61.9,56,95076,4.39,4.36,2.71
40468,0.38,Ideal,D,VS1,62.2,57,95076,4.66,4.63,2.89
40469,0.32,Ideal,D,VVS1,61.7,55,95076,4.44,4.41,2.73
40470,0.38,Ideal,D,VS1,62,55,95076,4.68,4.64,2.89
40471,0.38,Ideal,G,VVS1,61.6,57,95076,4.73,4.65,2.89
40472,0.38,Premium,D,VS1,61.9,60,95076,4.66,4.62,2.87
40473,0.38,Premium,D,VS1,62.4,59,95076,4.63,4.6,2.88
40474,0.64,Good,F,I1,57.3,64,95076,5.75,5.69,3.28
40475,0.38,Premium,D,VS1,61.2,58,95076,4.68,4.63,2.85
40476,0.52,Premium,I,VS1,59.6,60,95159.4,5.17,5.14,3.07
40477,0.52,Very Good,J,VS2,60.7,56,95159.4,5.19,5.23,3.16
40478,0.53,Premium,E,SI2,60.5,60,95159.4,5.21,5.24,3.16
40479,0.53,Good,E,SI2,63.4,56,95159.4,5.16,5.18,3.28
40480,0.53,Good,E,SI2,63.2,54,95159.4,5.16,5.19,3.27
40481,0.55,Very Good,G,SI1,60.7,56,95159.4,5.32,5.38,3.25
40482,0.33,Ideal,F,VVS1,61.8,55,95159.4,4.44,4.46,2.75
40483,0.52,Ideal,J,VS2,61.6,57,95159.4,5.16,5.19,3.19
40484,0.64,Good,J,SI2,64.7,54,95159.4,5.39,5.43,3.5
40485,0.5,Good,D,SI2,57.1,63,95159.4,5.23,5.27,3
40486,0.5,Premium,H,SI1,60.2,61,95159.4,5.16,5.14,3.1
40487,0.5,Fair,E,SI2,65.2,57,95159.4,4.96,4.91,3.22
40488,0.4,Very Good,E,VVS1,63.8,56,95242.8,4.68,4.72,3
40489,0.42,Ideal,F,VVS2,62.1,55,95242.8,4.79,4.81,2.98
40490,0.42,Premium,F,VVS2,59.6,59,95242.8,4.83,4.86,2.89
40491,0.42,Ideal,F,VVS2,61.1,57,95242.8,4.82,4.84,2.95
40492,0.42,Ideal,F,VVS2,60.6,57,95242.8,4.82,4.85,2.93
40493,0.42,Premium,F,VVS2,61.7,59,95242.8,4.78,4.82,2.96
40494,0.42,Ideal,F,VVS2,61.3,57,95242.8,4.8,4.82,2.95
40495,0.42,Premium,F,VVS2,60.3,59,95242.8,4.83,4.86,2.92
40496,0.42,Ideal,F,VVS2,61.6,56,95242.8,4.83,4.85,2.98
40497,0.42,Ideal,F,VVS2,61.7,57,95242.8,4.78,4.81,2.96
40498,0.42,Ideal,F,VVS2,62.2,56,95242.8,4.79,4.82,2.99
40499,0.53,Ideal,F,SI2,61.7,56,95242.8,5.23,5.24,3.23
40500,0.42,Premium,H,VVS1,62,58,95242.8,4.82,4.79,2.98
40501,0.37,Premium,D,VVS1,61.4,58,95242.8,4.65,4.63,2.85
40502,0.42,Ideal,H,VVS1,62.4,55,95242.8,4.8,4.79,2.99
40503,0.43,Very Good,G,VVS1,60.7,57,95326.2,4.87,4.89,2.96
40504,0.41,Very Good,F,VVS1,63.3,55,95326.2,4.7,4.74,2.99
40505,0.47,Premium,H,VS1,61.8,58,95326.2,4.94,4.99,3.07
40506,0.44,Ideal,G,VVS1,61.3,55,95326.2,4.92,4.94,3.02
40507,0.61,Ideal,J,SI1,62,55,95326.2,5.45,5.48,3.39
40508,0.54,Premium,J,VS2,62.6,58,95326.2,5.22,5.16,3.25
40509,0.56,Very Good,H,SI2,59.5,57,95409.6,5.4,5.43,3.22
40510,0.41,Ideal,E,VS1,61.2,56,95409.6,4.82,4.89,2.97
40511,0.45,Good,F,VS1,58.6,62.2,95409.6,5,5.05,2.95
40512,0.45,Good,F,VS1,57.6,62.5,95409.6,5.05,5.09,2.91
40513,0.55,Very Good,E,SI2,59.6,57,95493,5.34,5.39,3.2
40514,0.4,Good,F,VVS1,63.3,57,95493,4.68,4.7,2.97
40515,0.5,Good,F,SI1,57.9,62,95493,5.18,5.21,3.01
40516,0.4,Ideal,E,VVS2,61.6,56,95493,4.74,4.77,2.93
40517,0.44,Ideal,I,VVS1,60.9,56,95493,4.9,4.96,3
40518,0.48,Ideal,G,SI1,61.6,55,95493,5.06,5.1,3.13
40519,0.37,Ideal,D,VVS2,61.6,56,95493,4.65,4.61,2.85
40520,0.37,Premium,D,VVS2,61,60,95493,4.64,4.61,2.82
40521,0.52,Very Good,E,SI2,61.1,57,95576.4,5.2,5.24,3.19
40522,0.51,Good,D,SI2,64.2,56,95576.4,5.02,5.05,3.23
40523,0.51,Ideal,F,SI2,61.3,57,95576.4,5.16,5.19,3.17
40524,0.52,Ideal,E,SI2,61.8,57,95576.4,5.14,5.18,3.19
40525,0.5,Very Good,F,SI2,62.4,56,95659.8,5.08,5.12,3.18
40526,0.58,Very Good,J,VS2,59.5,62,95659.8,5.41,5.44,3.23
40527,0.5,Good,E,SI1,64,56,95659.8,5.03,4.9,3.18
40528,0.52,Good,G,SI1,64.3,61,95659.8,5.01,4.97,3.21
40529,0.54,Ideal,I,VS1,61.5,56,95659.8,5.24,5.26,3.23
40530,0.54,Ideal,H,SI1,62.5,56,95659.8,5.2,5.23,3.26
40531,0.7,Fair,I,I1,68.6,57,95659.8,5.46,5.34,3.71
40532,0.72,Fair,G,I1,65.1,57,95659.8,5.65,5.55,3.65
40533,0.5,Very Good,H,SI1,60,55,95743.2,5.2,5.23,3.13
40534,0.38,Premium,G,IF,62.5,60,95743.2,4.61,4.64,2.89
40535,0.43,Ideal,F,VVS2,61.5,55,95743.2,4.85,4.88,2.99
40536,0.39,Ideal,F,VVS1,61.7,57,95743.2,4.68,4.71,2.89
40537,0.51,Ideal,G,SI2,62.1,56,95743.2,5.1,5.13,3.18
40538,0.34,Ideal,F,IF,60.7,57,95743.2,4.53,4.5,2.74
40539,0.36,Premium,G,IF,62.5,60,95743.2,4.53,4.49,2.82
40540,0.36,Premium,G,IF,61,59,95743.2,4.6,4.55,2.79
40541,0.36,Ideal,G,IF,61.6,55,95743.2,4.59,4.57,2.82
40542,0.41,Premium,G,VVS1,59.7,60,95743.2,4.85,4.83,2.89
40543,0.35,Premium,E,IF,59,61,95743.2,4.64,4.62,2.73
40544,0.61,Very Good,J,SI1,60.8,58,95826.6,5.46,5.49,3.33
40545,0.55,Very Good,I,SI1,63.6,57,95826.6,5.15,5.19,3.29
40546,0.45,Good,D,VS2,63.7,61,95826.6,4.81,4.73,3.04
40547,0.42,Ideal,G,VVS1,61.9,56,95910,4.8,4.85,2.98
40548,0.52,Ideal,G,SI2,61.3,56,95910,5.19,5.22,3.19
40549,0.41,Good,F,VVS2,59.2,63,95910,4.82,4.87,2.87
40550,0.4,Ideal,E,VS2,61.4,57,95910,4.78,4.75,2.92
40551,0.57,Very Good,I,SI1,61.1,61,95993.4,5.34,5.37,3.27
40552,0.41,Ideal,D,VS1,61.3,54,95993.4,4.8,4.83,2.95
40553,0.41,Ideal,F,IF,62.2,54,95993.4,4.76,4.79,2.97
40554,0.41,Very Good,D,VS1,62.9,57,95993.4,4.73,4.75,2.98
40555,0.41,Ideal,G,VVS1,61.7,55,95993.4,4.77,4.79,2.95
40556,0.41,Ideal,D,VS1,61,57,95993.4,4.78,4.82,2.93
40557,0.41,Ideal,D,VS1,61.8,57,95993.4,4.75,4.8,2.95
40558,0.41,Ideal,G,VVS1,62,56,95993.4,4.78,4.8,2.97
40559,0.41,Very Good,G,VVS1,60,59,95993.4,4.83,4.84,2.9
40560,0.41,Very Good,G,VVS1,60.3,60,95993.4,4.74,4.78,2.87
40561,0.41,Very Good,D,VS1,62.8,57,95993.4,4.73,4.76,2.98
40562,0.41,Ideal,G,VVS1,61.8,55,95993.4,4.76,4.78,2.95
40563,0.41,Very Good,G,VVS1,61,61,95993.4,4.72,4.75,2.89
40564,0.41,Ideal,D,VS1,62.1,56,95993.4,4.77,4.8,2.97
40565,0.41,Ideal,G,VVS1,62.1,55,95993.4,4.74,4.79,2.96
40566,0.41,Premium,G,VVS1,59.9,59,95993.4,4.79,4.83,2.88
40567,0.52,Ideal,J,VS2,61.4,57,95993.4,5.17,5.21,3.19
40568,0.57,Ideal,H,SI2,61.5,55,95993.4,5.35,5.38,3.3
40569,0.43,Ideal,H,IF,61.9,55,95993.4,4.87,4.89,3.02
40570,0.52,Ideal,G,SI2,63,55,95993.4,5.14,5.12,3.23
40571,0.52,Very Good,G,SI2,63.1,56,95993.4,5.12,5.08,3.22
40572,0.4,Ideal,D,VVS2,61.4,56,96076.8,4.8,4.75,2.93
40573,0.4,Premium,D,VVS2,58.3,59,96076.8,4.9,4.88,2.85
40574,0.53,Very Good,H,SI1,61.7,60,96076.8,5.17,5.21,3.2
40575,0.48,Premium,E,SI1,60.4,62,96076.8,5.07,5.03,3.05
40576,0.52,Ideal,I,VS2,62.3,54,96076.8,5.17,5.2,3.23
40577,0.52,Ideal,I,VS2,61.8,54,96076.8,5.16,5.2,3.2
40578,0.5,Very Good,G,SI1,62.4,52,96160.2,5.1,5.15,3.2
40579,0.5,Very Good,G,SI1,62.3,58,96160.2,5.06,5.08,3.16
40580,0.54,Ideal,G,SI2,60.4,59,96160.2,5.24,5.29,3.18
40581,0.5,Ideal,G,SI1,62.1,57,96160.2,5.05,5.09,3.15
40582,0.4,Ideal,H,IF,61.9,56,96160.2,4.72,4.75,2.93
40583,0.41,Premium,E,VS1,60.7,58,96160.2,4.83,4.79,2.92
40584,0.41,Premium,E,VS1,59.8,61,96160.2,4.85,4.79,2.88
40585,0.41,Premium,E,VS1,60,58,96160.2,4.83,4.8,2.89
40586,0.41,Premium,E,VS1,60.1,58,96160.2,4.84,4.81,2.9
40587,0.41,Premium,E,VS1,59.9,58,96160.2,4.88,4.83,2.91
40588,0.41,Ideal,E,VS1,61.4,57,96160.2,4.82,4.79,2.95
40589,0.41,Premium,E,VS1,60.6,59,96160.2,4.8,4.77,2.9
40590,0.41,Premium,E,VS1,61.9,59,96160.2,4.8,4.77,2.96
40591,0.29,Ideal,F,SI2,60.6,59,41366.4,4.31,4.37,2.63
40592,0.3,Fair,F,SI1,63.1,58,41366.4,4.3,4.22,2.69
40593,0.28,Ideal,I,VVS2,62.2,55,41449.8,4.21,4.24,2.63
40594,0.28,Ideal,G,VS2,62.2,54,41449.8,4.21,4.24,2.63
40595,0.28,Ideal,H,VS1,62,55,41449.8,4.21,4.24,2.62
40596,0.28,Ideal,H,VS1,61.8,57,41449.8,4.2,4.22,2.6
40597,0.37,Ideal,J,SI1,60.5,57,41449.8,4.63,4.66,2.81
40598,0.34,Fair,J,SI1,64.5,57,41449.8,4.38,4.36,2.82
40599,0.3,Premium,G,SI1,62.5,61,41449.8,4.29,4.26,2.67
40600,0.38,Ideal,F,I1,62.5,57,41449.8,4.61,4.64,2.89
40601,0.32,Very Good,F,SI1,60.7,62,41449.8,4.4,4.43,2.68
40602,0.23,Very Good,F,VVS2,61.7,55,41533.2,3.99,4.05,2.48
40603,0.23,Very Good,E,VVS2,63,58,41533.2,3.92,3.95,2.48
40604,0.23,Very Good,E,VVS2,60.7,58,41533.2,3.96,4.01,2.42
40605,0.24,Ideal,G,VVS2,61.2,56,41533.2,3.99,4.02,2.45
40606,0.29,Ideal,H,VS2,62.8,55,41533.2,4.24,4.27,2.67
40607,0.23,Ideal,F,VS2,60.9,57,41533.2,3.96,3.99,2.42
40608,0.23,Ideal,F,VS2,61.5,55,41533.2,3.93,3.97,2.43
40609,0.23,Ideal,F,VS2,61.9,55,41533.2,3.94,3.97,2.45
40610,0.29,Ideal,H,VS1,61.8,57,41533.2,4.27,4.31,2.64
40611,0.31,Ideal,I,SI1,62.1,53,41533.2,4.34,4.36,2.7
40612,0.33,Ideal,G,SI1,61.6,56,41533.2,4.43,4.46,2.74
40613,0.27,Good,F,VVS1,61.7,61,41533.2,4.1,4.14,2.54
40614,0.25,Good,E,VVS1,61.4,62,41533.2,4.03,4.05,2.48
40615,0.23,Good,E,VVS1,56.3,62,41533.2,4.1,4.11,2.31
40616,0.33,Very Good,J,VVS2,62.1,56,41616.6,4.44,4.45,2.76
40617,0.24,Very Good,D,VVS2,60.1,57,41616.6,4.03,4.09,2.44
40618,0.26,Very Good,F,VS2,61.4,56,41616.6,4.09,4.12,2.53
40619,0.26,Very Good,F,VS1,61.9,57,41616.6,4.11,4.14,2.55
40620,0.26,Very Good,F,VS1,60.4,56,41616.6,4.14,4.16,2.51
40621,0.41,Ideal,E,VS1,62.1,55,96160.2,4.8,4.77,2.97
40622,0.41,Premium,E,VS1,60.8,59,96160.2,4.82,4.76,2.91
40623,0.41,Ideal,E,VS1,62,54,96160.2,4.79,4.76,2.96
40624,0.41,Ideal,E,VS1,61.7,57,96160.2,4.8,4.76,2.95
40625,0.41,Ideal,E,VS1,61.9,55,96160.2,4.8,4.76,2.96
40626,0.41,Ideal,E,VS1,60.9,57,96160.2,4.79,4.76,2.91
40627,0.41,Ideal,E,VS1,61.8,57,96160.2,4.79,4.76,2.95
40628,0.41,Premium,E,VS1,61.2,58,96160.2,4.78,4.76,2.92
40629,0.41,Premium,E,VS1,62.2,57,96160.2,4.78,4.74,2.96
40630,0.41,Ideal,E,VS1,61.7,55,96160.2,4.78,4.75,2.94
40631,0.41,Ideal,E,VS1,62.1,56,96160.2,4.78,4.75,2.96
40632,0.41,Ideal,E,VS1,62.1,55,96160.2,4.78,4.75,2.96
40633,0.41,Ideal,E,VS1,61.8,55,96160.2,4.8,4.75,2.95
40634,0.41,Ideal,E,VS1,62,55,96160.2,4.77,4.74,2.95
40635,0.41,Ideal,E,VS1,62.3,57,96160.2,4.77,4.74,2.96
40636,0.41,Premium,E,VS1,62,60,96160.2,4.78,4.74,2.95
40637,0.41,Premium,E,VS1,62.3,59,96160.2,4.76,4.74,2.96
40638,0.41,Premium,E,VS1,62,57,96160.2,4.77,4.74,2.95
40639,0.41,Premium,E,VS1,62.8,58,96160.2,4.72,4.7,2.96
40640,0.41,Premium,E,VS1,61.8,58,96160.2,4.75,4.73,2.93
40641,0.41,Ideal,E,VS1,62.7,57,96160.2,4.76,4.72,2.97
40642,0.41,Ideal,E,VS1,62.7,55,96160.2,4.76,4.72,2.97
40643,0.41,Premium,E,VS1,60.4,58,96160.2,4.82,4.78,2.9
40644,0.42,Very Good,F,VVS1,63,59,96243.6,4.75,4.81,3.01
40645,0.45,Very Good,G,VS1,60,57.1,96243.6,4.99,5.03,3
40646,0.4,Very Good,G,IF,61,59,96243.6,4.75,4.79,2.91
40647,0.54,Ideal,F,SI2,61.1,56,96243.6,5.22,5.26,3.2
40648,0.5,Very Good,E,SI2,62.4,57,96243.6,5.03,5.07,3.15
40649,0.54,Premium,F,SI2,59.6,60,96243.6,5.25,5.28,3.14
40650,0.5,Ideal,E,SI2,62.5,57,96243.6,5.04,5.07,3.16
40651,0.5,Very Good,E,SI2,61.3,56,96243.6,5.08,5.13,3.13
40652,0.54,Ideal,H,SI1,62.2,56,96243.6,5.19,5.26,3.25
40653,0.54,Premium,H,SI1,61,58,96243.6,5.23,5.27,3.2
40654,0.54,Ideal,H,SI1,61,56,96243.6,5.24,5.28,3.21
40655,0.5,Ideal,E,SI2,61.4,57,96243.6,5.09,5.14,3.14
40656,0.5,Very Good,E,SI2,61.4,58,96243.6,5.09,5.11,3.13
40657,0.5,Very Good,E,SI2,61.7,58,96243.6,5.06,5.12,3.14
40658,0.54,Good,H,SI1,63.3,57,96243.6,5.15,5.22,3.28
40659,0.5,Premium,E,SI2,59.5,59,96243.6,5.16,5.19,3.08
40660,0.38,Ideal,E,VVS1,61.5,56,96243.6,4.67,4.7,2.88
40661,0.38,Ideal,E,VVS1,62.3,56,96243.6,4.64,4.67,2.9
40662,0.41,Ideal,E,VS1,60.8,56,96243.6,4.84,4.8,2.93
40663,0.5,Ideal,H,SI1,62.2,53,96243.6,5.06,5.14,3.17
40664,0.51,Ideal,H,SI1,59.8,57,96243.6,5.22,5.25,3.13
40665,0.39,Ideal,G,IF,61.7,55,96243.6,4.68,4.72,2.9
40666,0.45,Good,G,VS1,58.1,61.2,96243.6,5.02,5.07,2.93
40667,0.31,Ideal,F,IF,60.2,57,96327,4.38,4.44,2.65
40668,0.44,Ideal,G,VVS2,61.8,56,96327,4.94,4.9,3.04
40669,0.44,Premium,G,VVS2,60.9,57,96327,4.93,4.89,2.99
40670,0.44,Premium,G,VVS2,61.3,60,96327,4.94,4.88,3.01
40671,0.44,Premium,F,VS1,61.9,59,96327,4.88,4.84,3.01
40672,0.44,Premium,F,VS1,61.2,61,96327,4.88,4.83,2.97
40673,0.44,Ideal,E,VS1,61.5,56,96327,4.92,4.9,3.02
40674,0.5,Fair,H,VS1,66.5,60,96327,4.93,4.85,3.25
40675,0.5,Premium,E,SI1,61.4,58,96327,5.17,5.09,3.15
40676,0.5,Premium,E,SI1,62.3,60,96327,5.16,5.08,3.19
40677,0.5,Good,E,SI1,64,56,96327,5.03,4.97,3.2
40678,0.5,Good,E,SI1,64.2,59,96327,5.03,4.97,3.21
40679,0.4,Premium,G,VVS1,60.3,58,96327,4.83,4.79,2.9
40680,0.5,Premium,E,SI1,62.4,58,96327,5.06,5.01,3.14
40681,0.44,Ideal,D,VS2,60.4,56,96327,4.95,4.91,2.98
40682,0.5,Good,E,SI1,64,57,96327,5.04,4.99,3.21
40683,0.5,Very Good,E,SI1,63.4,58,96327,5.09,5.01,3.2
40684,0.5,Premium,E,SI1,61.4,59,96327,5.09,5.01,3.1
40685,0.5,Good,E,SI1,63.7,59,96327,5.07,5.01,3.21
40686,0.53,Good,E,SI1,63.6,56,96410.4,5.19,5.1,3.27
